TF326309	ARHGAP19
TF326491	PEX10
TF337232	PRIMA1
TF105873	COQ2
TF313698	SNX5
TF313698	SNX1
TF313698	SNX2
TF335896	LAD1
TF314125	WDR5
TF316832	ARHGEF4
TF316832	ARHGEF9
TF334865	SILV
TF334865	GPNMB
TF105230	Kinesin_family_member_11
TF342871	CHST1
TF342871	CHST2
TF342871	CHST6
TF342871	CHST7
TF342871	CHST4
TF342871	CHST5
TF324911	NDFIP2
TF333326	CHD1L
TF315233	TLK1
TF315233	TLK2
TF105944	PLAA_%28gene%29
TF105778	ASCC3
TF328878	BDP1
TF105837	DDX24
TF314045	MRPS6
TF336380	Interleukin_21
TF314283	KCNT1
TF314283	KCNU1
TF314283	KCNT2
TF314283	Potassium_large_conductance_calcium-activated_channel%2C_subfamily_M%2C_alpha_1
TF323294	RCP9
TF314822	Capping_protein_%28actin_filament%29_muscle_Z-line%2C_alpha_1
TF314822	CAPZA2
TF313987	PUF60
TF313987	RBM17
TF340510	IFI27
TF340510	IFI6
TF101528	EIF4G2
TF300342	LIG1
TF314252	ARMET
TF336317	QRFP
TF105740	SCFD1
TF338215	Secretin
TF351107	FCRLA
TF351107	FCRL1
TF351107	FCRL5
TF351107	FCRL3
TF351107	FCRL2
TF351107	FCRL4
TF326835	PTK7
TF350231	SAC3D1
TF103044	POLR2J
TF103044	POLR2J2
TF314819	NDUFAF1
TF300669	TAF5
TF300669	TAF5L
TF328550	TPCN2
TF328550	TPCN1
TF105009	CEBPG
TF300332	DDX17
TF300332	DDX5
TF300332	DDX46
TF314450	RHCE_%28gene%29
TF314450	RHCG
TF314450	RHD_%28gene%29
TF314450	RHBG
TF314450	RHAG
TF106232	PSMD4
TF328928	CEP78
TF105926	SLC35B2
TF336199	Interleukin_15
TF334018	SCG2
TF105929	CHMP6
TF319919	SYN3
TF319919	Synapsin_I
TF105684	PLRG1
TF320471	SOX5
TF320471	SOX13
TF320471	SOX6
TF315238	HS2ST1
TF102002	YWHAQ
TF105063	COX5B
TF316675	STYK1
TF318292	PCBP2
TF318292	PCBP3
TF318292	PCBP1
TF318292	TDRKH
TF318292	PCBP4
TF313433	IGBP1
TF333250	FOXJ2
TF333250	FOXM1
TF333250	FOXJ1
TF314631	TSEN34
TF330821	MTERF
TF324716	C1orf164
TF105948	MCM3AP
TF300232	SEC61G
TF105719	Cytochrome_P450_reductase
TF338152	TFPT
TF317748	Transcription_elongation_regulator_1
TF313758	CRIP2
TF313758	CSRP3
TF313758	CSRP1
TF313758	CSRP2
TF337437	ZNF238
TF343232	CACNA1I
TF343232	CACNA1H
TF343232	Cav1.4
TF343232	Cav1.1
TF343232	Cav1.3
TF343232	CACNA1G
TF343232	Cav1.2
TF312818	SLC32A1
TF314946	ATP6V0B
TF351780	MSH2
TF300749	GCS1
TF105340	STK36
TF101215	RAD21
TF314585	LLGL1
TF314585	STXBP5
TF324368	Mitochondrial_ribosomal_protein_L42
TF314820	C20orf54
TF300147	NUDCD3_%28gene%29
TF300147	NUDC
TF300381	NDUFV1
TF314925	LYAR
TF314351	Cubilin
TF314351	Bone_morphogenetic_protein_1
TF314351	TLL2
TF314351	TLL1
TF315807	SHC1
TF315807	SHC2
TF315807	SHC3
TF313342	PPEF1
TF314961	DMWD_%28gene%29
TF314792	KDELR3
TF314792	KDELR2
TF314792	KDELR1
TF331055	SKAP1
TF331055	SKAP2
TF331602	GBP1
TF331602	GBP2
TF101151	CUL1
TF323415	TNFAIP8
TF101504	EIF3H
TF318874	UBL5
TF313623	HTATSF1
TF317409	TIMP3
TF317409	TIMP1
TF317409	TIMP4
TF317409	TIMP2
TF315125	SNAP23
TF315125	SNAP25
TF313867	CLCN4
TF313867	CLCN3
TF313867	CLCN6
TF313867	CLCN7
TF313867	CLCN5
TF103033	POLR1A
TF314513	BBS9
TF105454	BUB3
TF105243	RPA3
TF351230	CAMK4
TF316716	SMTN
TF316716	SPECC1
TF325419	MSI1
TF330771	APOM
TF101168	RCC2
TF328654	CLPB
TF313182	CFDP1
TF314740	PI4K2A
TF314740	PI4K2B
TF315013	BBS7
TF333504	ANKH
TF105003	SPG7
TF338567	Interleukin_3
TF315430	Neuron-derived_orphan_receptor_1
TF315430	Nuclear_receptor_related_1_protein
TF315430	Nerve_Growth_factor_IB
TF105445	ANAPC7
TF300487	DNPEP
TF326627	SEPW1
TF338771	NDUFV3
TF300296	NAD%28P%29H_dehydrogenase_%28quinone_1%29
TF300296	NQO2
TF300361	Beta-actin
TF300361	ACTG1
TF101147	COPS4
TF351444	TAOK3
TF351444	TAOK1
TF351444	TAOK2
TF314912	ATP6V1C2
TF314912	ATP6V1C1
TF331046	FNBP4
TF331920	NAGPA
TF351179	Orthodenticle_homeobox_2
TF351179	OTX1
TF351179	CRX_%28gene%29
TF313036	HEXB
TF313036	HEXA
TF101033	CDK5RAP1
TF313985	ARFGAP3
TF101024	Cyclin-dependent_kinase_7
TF313494	Vesicular_monoamine_transporter_2
TF300257	DPM2
TF105735	DHX32
TF105735	DHX15
TF312926	SLC35B4
TF318283	RANGAP1
TF324163	CRSP3
TF352191	Retinoschisin
TF333433	Interleukin_8
TF333433	CXCL5
TF333433	CXCL1
TF333433	CXCL10
TF333433	CXCL11
TF333433	CXCL7
TF333433	Platelet_factor_4
TF333433	CXCL9
TF329165	PHLDB1
TF329165	PHLDB2
TF350433	STK16
TF318522	Neuromedin_U_receptor_2
TF318522	Neuromedin_U_receptor_1
TF315211	Fumarylacetoacetate_hydrolase
TF351162	FNBP1L
TF351162	TRIP10
TF351162	FNBP1
TF324147	MIB1_%28gene%29
TF324147	MIB2_%28gene%29
TF313577	MED6
TF314118	SLC25A37
TF350742	MSC_%28gene%29
TF350742	TCF21_%28gene%29
TF106305	Natriuretic_peptide_precursor_C
TF318197	TEX10
TF336145	Epiregulin
TF106487	SMYD3
TF312881	SERINC3
TF312881	SERINC1
TF300615	SND1
TF323372	BLMH
TF324836	Apolipoprotein_D
TF105606	YKT6
TF105630	CNOT1
TF314250	Optic_atrophy_1
TF314847	ATG4B
TF314847	ATG4A
TF330938	Chemerin
TF332276	H2AFY2
TF332276	H2AFY
TF101216	RAD23A
TF101216	RAD23B
TF323303	ZNF330
TF333370	SHROOM3
TF313972	APPBP1
TF335802	Diazepam_binding_inhibitor
TF314559	COQ7
TF328907	TMEM106B
TF337792	P-selectin_glycoprotein_ligand-1
TF344050	GNB1L
TF325169	Nephrin
TF330803	Fanconi_anemia%2C_complementation_group_C
TF323325	NELL1
TF323325	NELL2
TF352074	Aryl_hydrocarbon_receptor
TF343096	SH2D1A
TF343096	SH2D1B
TF331266	SCG3
TF105232	KIF20A
TF105232	MPHOSPH1
TF105232	KIF23
TF332544	Serum_amyloid_A1
TF332544	SAA2
TF331531	INHA
TF314872	TBL3
TF106331	T-complex_1
TF300078	ARD1A
TF312934	UFM1
TF300750	WBSCR22
TF338550	CD14
TF314406	UBR5
TF314406	UBR4
TF331746	RhoD
TF105404	AKAP5
TF105665	Methylenetetrahydrofolate_reductase
TF313738	PNKP
TF313718	TFAP2B
TF313718	TFAP2A
TF313718	TFAP2C
TF335181	SETD8
TF314779	GTF3C2
TF105089	CYP20A1
TF343221	GPR133
TF315011	SRD5A3
TF352008	PCDH17
TF352008	PCDH10
TF352008	PCDH18
TF352008	PCDH12
TF352008	PCDH8
TF328803	C11orf58
TF105645	CCT2_%28gene%29
TF331286	Nasal_embryonic_LHRH_factor
TF332943	MUTED
TF313779	FAU_%28gene%29
TF336499	GPR88
TF105053	ACAD9
TF332641	PLEKHM2
TF332521	RPP14
TF314780	DDX27
TF328764	Thymine-DNA_glycosylase
TF333323	NHS_%28gene%29
TF313221	DBR1
TF324433	HBXIP
TF315372	GRXCR1
TF316050	OSTalpha
TF343336	MT-ND3
TF351947	RNF41
TF338168	HRK_%28gene%29
TF336628	UPK3A
TF326322	Multisynthetase_complex_auxiliary_component_p38
TF323974	LRRC48
TF323974	DNAL1
TF323261	KIAA1797
TF106208	PSMA3
TF331445	Retinol_binding_protein_4
TF324311	MRPS24
TF313397	NUP205
TF344041	SETD2
TF323666	RAP1GDS1
TF300348	Sec61_alpha_1
TF332677	CTBS
TF101126	UBE2N
TF328633	P2RX4
TF328633	P2RX2
TF328633	P2RX6
TF328633	P2RX1
TF328633	P2RX5
TF328633	P2RX7
TF328633	P2RX3
TF105658	NFS1
TF300039	WDR57
TF343068	PPRC1
TF343068	PPARGC1A
TF343068	PPARGC1B
TF317619	MYST2
TF317619	MYST1
TF317619	KAT5
TF101139	RCC1
TF314293	CLEC16A
TF101132	CENPC1
TF316700	AP1GBP1
TF106194	TIMM13
TF313292	MRPL18
TF323615	MED17
TF314240	PACS1
TF324412	AAAS_%28gene%29
TF300782	SNW1
TF314802	GAL3ST2
TF314802	GAL3ST4
TF314802	GAL3ST3
TF314802	GAL3ST1
TF314055	CLN3
TF332889	SSX2IP
TF105501	RNF2
TF105501	RING1
TF314681	NVL_%28gene%29
TF326392	Espin_%28protein%29
TF328879	ABRA_%28gene%29
TF101531	EIF4ENIF1
TF313018	RPL22
TF315177	UTP3
TF331780	MN1_%28gene%29
TF106460	Smoothened
TF314205	FAM40A
TF335525	C6orf89
TF105679	BTRC_%28gene%29
TF105679	FBXW11
TF337736	Cathepsin_W
TF351645	Collagen%2C_type_VII%2C_alpha_1
TF106156	IFT57
TF102035	PIK3R5
TF327063	NKX6-1
TF327063	NKX6-2
TF331504	ZNF423
TF325496	KIAA1539
TF313108	SNUPN
TF333332	GPR135
TF105442	ANAPC2
TF300483	CSNK2A2
TF300483	Casein_kinase_2%2C_alpha_1
TF312807	OSBPL9
TF312807	OSBPL8
TF312807	OSBPL5
TF312807	OSBPL11
TF314933	RBM8A
TF300457	RuvB-like_1
TF312815	ITPR3
TF312815	ITPR1
TF312815	ITPR2
TF350583	ZNF318
TF105896	Sirtuin_1
TF336921	WFDC2
TF313598	RPL19
TF318821	ACP6
TF300331	ATP13A2
TF300331	ATP13A3
TF300841	GNPDA1
TF300841	GNPDA2
TF338333	NDUFC1
TF105132	SOD2
TF352155	CLEC10A
TF106347	NUDT5
TF318428	LRCH4
TF343504	Glycyl%E2%80%94tRNA_synthetase
TF106108	FUT8
TF314516	LARP1
TF312995	ACSF3
TF352031	DNM1L
TF105251	Atlastin
TF101211	RAD1_homolog
TF352021	ADAM17
TF352021	ADAM10
TF105353	Glutathione_reductase
TF318955	CCDC53
TF328467	VKORC1
TF329067	GPS2_%28gene%29
TF105066	COX6C
TF105695	XPO1
TF343585	CatSper2
TF313276	FAM20A
TF313276	FAM20B
TF318093	MEIS2
TF318093	MEIS1
TF318093	PKNOX1
TF314879	WIPI2
TF314879	WIPI1
TF315841	TMOD2
TF315841	TMOD3
TF315841	TMOD1
TF315841	LMOD3
TF315841	TMOD4
TF106479	Reelin
TF101040	CDKN3
TF338027	TMEM29
TF338027	TMEM29
TF333137	CTAGE5
TF333137	CTAGE5
TF312863	ACTL6A
TF312863	ACTL6B
TF319186	SPPL2B
TF319186	SPPL2A
TF331489	STAB1
TF331489	STAB2
TF314561	TRAPPC4
TF314210	CBLB
TF314210	CBL_%28gene%29
TF314210	CBLC
TF352511	KCNC2
TF352511	KCNC3
TF352511	KCNC1
TF352511	KCNC4
TF105272	BTG2
TF105272	BTG1
TF105272	BTG4
TF105272	BTG3
TF325502	TP53RK
TF334274	Tapasin
TF323999	MOV10
TF315388	PTPN13
TF106374	TXNDC3
TF336059	CD90
TF101521	EIF3B
TF330931	ZDHHC4
TF323356	KIAA0319
TF315008	Ribosomal_protein_S19
TF325082	GOLGB1
TF325082	GOLGA4
TF313574	NSDHL
TF323762	RCHY1
TF336367	Interleukin_9
TF318923	PPAN
TF317932	SNTB1
TF317932	Syntrophin%2C_alpha_1
TF317932	GOPC
TF317932	SNTG1
TF317932	SNTB2
TF316335	HNRPK
TF105657	USP52
TF313127	THOC2
TF334668	GRIK3
TF334668	GRIK2
TF334668	GRIK5
TF334668	GRIK1
TF313092	SGTA
TF106441	SMYD4
TF337874	Interleukin-9_receptor
TF337874	IL2RB
TF337874	Interleukin-21_receptor
TF312906	FAM18B1
TF300198	Phosphatidyl_ethanolamine_methyltransferase
TF315424	BNIP3
TF315424	BNIP3L
TF319048	Cyclic_nucleotide-gated_channel_alpha_3
TF319048	Cyclic_nucleotide-gated_channel_alpha_1
TF319048	Cyclic_nucleotide-gated_channel_alpha_2
TF319048	Cyclic_nucleotide-gated_channel_alpha_4
TF300526	MARS_%28gene%29
TF338458	MUC20
TF314269	CHMP4B
TF314269	CHMP4A
TF314269	CHMP4C
TF315614	MESDC2
TF105692	IDH3A
TF320243	CCDC85B
TF315215	DDX10
TF343138	HSD3B1
TF343138	HSD3B2
TF317192	ERGIC2
TF313415	Iodotyrosine_deiodinase
TF337595	KIAA1683
TF106222	PSMB7
TF106222	PSMB10
TF331029	APBA2BP
TF331029	EFCBP2
TF314020	FAM32A
TF326941	WWTR1
TF326941	YAP1
TF351940	PITX3
TF351940	PITX1
TF351940	PITX2
TF313562	TXNL4A
TF105611	TRMU
TF332339	RELT
TF328965	PARP10
TF328965	TIPARP
TF300670	ASNA1
TF329845	CEP350
TF314532	VPS72
TF315806	ADAR
TF315806	ADARB2
TF315806	ADARB1
TF105745	KRR1
TF323810	MPHOSPH6
TF105246	DCTN1
TF326935	STMN2
TF326935	STMN3
TF326935	Stathmin
TF317342	ZDHHC17
TF332672	KBTBD7
TF331207	Collagen%2C_type_VI%2C_alpha_1
TF331207	COL6A2
TF331207	COL28A1
TF313541	PFKFB2
TF313541	PFKFB1
TF313541	PFKFB3
TF313541	PFKFB4
TF312891	MAPKAPK3
TF312891	MAPKAPK2
TF312891	MAPKAPK5
TF101233	XPB
TF314386	AKTIP
TF105200	Cystic_fibrosis_transmembrane_conductance_regulator
TF331399	FILIP1
TF321143	LHFPL2
TF321143	LHFPL1
TF321143	LHFP
TF329430	CEP120
TF105931	ARFGAP1
TF300190	RPS13
TF300866	XAB2
TF300117	SF3B5
TF313858	RPL29
TF105672	Eukaryotic_release_factors
TF326217	ID3_%28gene%29
TF326217	ID4_%28gene%29
TF326217	ID1
TF326217	ID2
TF316814	Luteinizing_hormone/choriogonadotropin_receptor
TF316814	Thyrotropin_receptor
TF316814	LGR5
TF316814	LGR6
TF316814	FSH-receptor
TF316814	LGR4
TF106128	KIAA1012
TF103008	POLE3
TF330080	Reticulon_4_receptor
TF316387	KIAA1967
TF316387	CCAR1
TF102047	BH3_interacting-domain_death_agonist
TF336001	KIF24
TF315040	PSEN2
TF315040	PSEN1
TF315275	KIAA1166
TF329688	CENPL
TF300081	NIP7
TF317779	SPOCK1
TF317779	CD74
TF317779	SPOCK2
TF314257	Aldehyde_dehydrogenase_9_family%2C_member_A1
TF335971	CD2
TF314208	MMADHC
TF314979	EXOC3
TF314979	EXOC3L
TF323194	USP53
TF341148	S100A15
TF341148	S100A7
TF324164	BNIPL
TF324164	BNIP2
TF324164	ARHGAP1
TF324164	PRUNE2
TF332997	Dysbindin
TF332997	DBNDD2
TF319686	T-cell_lymphoma_invasion_and_metastasis-inducing_protein_1
TF314616	NDUFA10
TF323652	TAF12
TF323730	C21orf55
TF105164	DNAJC5
TF105907	PABPN1
TF326257	MYB_%28gene%29
TF326257	MYBL2
TF324484	TSC2
TF324484	GARNL1
TF332469	NRG2
TF332469	Neuregulin_1
TF316113	SAMHD1
TF338424	ODAM_%28gene%29
TF315228	Structure_specific_recognition_protein_1
TF331356	APOBEC3A
TF331356	APOBEC3C
TF331356	APOBEC3D
TF331356	APOBEC3F
TF331356	APOBEC3B
TF331356	APOBEC2
TF331356	APOBEC3G
TF331356	AICDA
TF331356	APOBEC3H
TF331356	APOBEC1
TF329147	MSRB2
TF329147	SEPX1
TF335608	ZC3H11A
TF105634	MRPL3
TF332665	SPIN1
TF341404	Sperm_protein_associated_with_the_nucleus%2C_X-linked%2C_family_member_A1
TF341404	Sperm_protein_associated_with_the_nucleus%2C_X-linked%2C_family_member_A1
TF106114	DDX1
TF313638	IFRD1
TF326567	B-cell_linker
TF326567	Lymphocyte_cytosolic_protein_2
TF300002	PIR_%28gene%29
TF338478	PILRB
TF337698	Granulocyte_colony-stimulating_factor
TF313903	MRPS21
TF324243	EXOC7
TF350843	MZF1
TF105876	WDR37
TF324563	KCNAB3
TF324563	KCNAB1
TF324563	KCNAB2
TF105866	EIF2A
TF105969	HSP90B1
TF105732	CAPZB
TF101102	PIN4
TF300302	Neurofibromin_1
TF336214	BCL2L14
TF352085	ABCC11
TF338655	MEPE
TF312832	IMMT
TF330843	LAPTM4B
TF312937	APEH_%28gene%29
TF336277	TSPAN32
TF335766	C2orf28
TF331431	RPAP2
TF314393	KIN_%28gene%29
TF101118	UBE2G2
TF101118	UBE2G1
TF319589	LCOR
TF331645	IGFBP7
TF331645	ESM1
TF331645	KAZALD1
TF351071	LMO2
TF351071	LMO4
TF351071	LMO3
TF351071	LMO1
TF300618	Calmegin
TF300618	Calnexin
TF350537	FLI1
TF350537	GABPA
TF350537	ERG_%28gene%29
TF333155	LGI1
TF333155	LGI2
TF105554	PPP2R3B
TF105554	PPP2R3A
TF300852	MGC3207
TF350543	RBBP6
TF312982	GRWD1
TF300488	MDN1
TF333444	VISA_%28gene%29
TF101507	EIF2B3
TF314682	SRI_%28gene%29
TF314682	PDCD6
TF314682	CAPNS1
TF314682	PEF1
TF314682	GCA_%28gene%29
TF331596	BRF2_%28gene%29
TF330786	ECM1
TF330814	IL12A
TF329330	CatSper1
TF326779	PCDH15
TF316971	UBE2V2
TF316971	UBE2V1
TF324725	ARID5B
TF333913	IL1RAPL2
TF333913	IL1RAPL1
TF105428	WWOX
TF331163	GPR27
TF331163	GPR85
TF331163	GPR173
TF314491	HUS1
TF324093	HPGD
TF101205	Ku80
TF101093	ORC3L
TF317652	ZFYVE19
TF329720	PARP4
TF313518	ALG9
TF313518	PIGB
TF300036	RPS27A
TF321837	ZCCHC8
TF106147	UBE2V1
TF106147	UBE2V1
TF313375	PECI_%28gene%29
TF313375	CDY1
TF313375	CDY1
TF336310	SRGN
TF323596	RBM7
TF323596	RBM11
TF313222	C11orf73
TF300626	Protein_arginine_methyltransferase_5
TF315068	STX5
TF105383	CRHBP
TF319651	MYO9B
TF331523	GPR75
TF313243	MMAA
TF331787	PLEKHB2
TF300890	SF3B4
TF105788	ARFRP1
TF314637	PROSC
TF324944	NFRKB
TF336193	Autoimmune_regulator
TF336193	PHF12
TF342210	GNLY
TF325006	USE1
TF106219	PSMB2
TF333729	%CE%912-HS-glycoprotein
TF333729	Fetuin-B
TF333729	HRG_%28gene%29
TF351553	MYL1
TF351553	MYL3
TF351553	MYL6
TF351553	MYL4
TF351553	MYL6B
TF351094	CD80
TF313801	C22orf9
TF314903	DNA2L
TF314602	DAAM1
TF106463	Brain-derived_neurotrophic_factor
TF106463	Neurotrophin-3
TF106463	Nerve_growth_factor
TF106463	Neurotrophin-4
TF314200	COG3
TF313967	BRSK1
TF313967	BRSK2
TF105970	ZGPAT
TF300906	C19orf29
TF315210	NLK
TF105362	HMG-CoA_reductase
TF321235	SELT
TF326591	ATXN2
TF326591	ATXN2L
TF324540	CENTA2
TF324540	Centaurin%2C_alpha_1
TF300223	RPL39
TF105568	Retinoblastoma-like_protein_1
TF105568	Retinoblastoma-like_protein_2
TF105568	Retinoblastoma_protein
TF300666	SUCLG1
TF332622	AFAP1
TF106486	SMARCD1
TF106486	SMARCD2
TF106486	SMARCD3
TF314224	Small_nuclear_ribonucleoprotein_D1
TF324044	MTMR14
TF321072	C3orf60
TF317554	SART3
TF323466	FLJ10081
TF330534	CD146
TF330534	BCAM
TF105192	ABCA8
TF105192	ABCA9
TF323413	PARP8
TF105653	MCM5
TF314096	UNC45A
TF105401	AKAP1
TF300762	SARS_%28gene%29
TF313603	PARL
TF101006	CCNF
TF333516	GALNAC4S-6ST
TF338533	LST1
TF317334	RNF5
TF300584	H6PD
TF300584	Glucose-6-phosphate_dehydrogenase
TF321571	CRTC2
TF321571	CRTC3
TF321571	CRTC1
TF300079	TP53I3
TF329048	Telomerase_reverse_transcriptase
TF317631	SAV1
TF313218	IFT88
TF332974	MECP2
TF106274	NRD1
TF351441	CHEK1
TF317067	PLEKHM1
TF331097	LECT2
TF314424	RFC4
TF332320	PHLDA1
TF332320	PHLDA2
TF324653	COQ9
TF326978	FOXP2
TF326978	FOXP4
TF326978	FOXP3
TF326978	FOXP1
TF329039	DNMT3B
TF329039	DNMT3A
TF329039	DNMT3L
TF337741	Linker_of_activated_T_cells
TF103001	Polymerase_%28DNA_directed%29%2C_alpha_1
TF300429	ADH1A
TF300429	ADH4
TF300429	ADH7
TF300429	ADH6
TF300429	ADH1B
TF300429	ADH5
TF314794	NDUFS3
TF313364	VPS28
TF314368	NEURL2
TF314368	NEURL
TF328497	EAPP
TF350859	C13orf8
TF103010	POLH
TF318385	RASSF8
TF324283	API5
TF315041	ARPC1B
TF315041	ARPC1A
TF106230	PSMD11
TF105703	EFTUD2
TF101520	EIF3C
TF319577	SNAPAP
TF313387	STRN4
TF313387	STRN
TF313387	STRN3
TF331809	Desmoglein_1
TF331809	Desmoglein_3
TF331809	Desmoglein_2
TF331809	DSG4
TF101512	EIF2AK4
TF102032	PIK3C3
TF300634	IPO7
TF314677	TLN1
TF314677	C20orf42
TF314677	FERMT3
TF314677	FERMT2
TF318958	Frataxin
TF105984	MRPL24
TF332184	Growth_hormone_secretagogue_receptor
TF333100	ZBTB33
TF333100	ZFP161
TF323155	MCM8
TF313978	ATP5L
TF105661	PSMC2
TF351975	PTPN9
TF321859	ALCAM
TF326988	MED28
TF335517	CASC5
TF330818	C6orf142
TF315657	TARDBP
TF313593	CTBP1
TF313593	CTBP2
TF101014	Cyclin_T1
TF101014	Cyclin_T2
TF329572	DCLRE1B
TF329572	DCLRE1C
TF330864	CLN5
TF331897	Interferon-inducible_GTPase_5
TF300786	ASAH2
TF351115	TPBG
TF320547	NISCH
TF323191	Cryptochrome
TF331299	PHC1
TF331299	PHC3
TF331299	PHC2
TF313487	STIM1
TF313487	STIM2
TF106435	Plectin
TF106435	Desmoplakin
TF106435	Epiplakin_1
TF101183	Ataxia_telangiectasia_and_Rad3_related
TF105121	MAP4K1
TF105121	MAP4K2
TF105121	MAP4K5
TF329140	Catechol-O-methyl_transferase
TF101157	SMC2
TF300278	ATP5E
TF331088	MYADM
TF312923	ZDHHC9
TF312923	ZDHHC8
TF313546	RNF123
TF315114	ZNF593
TF314138	DYNC1LI1
TF314138	DYNC1LI2
TF315148	NDUFB9
TF101136	MIS12
TF106311	N-acetyltransferase_2
TF106311	N-acetyltransferase_1
TF329288	ITPK1
TF317649	RPS18
TF329478	RCBTB1
TF329478	RCBTB2
TF101064	CDC40
TF341730	Treacle_protein
TF341730	Nucleolar_phosphoprotein_p130
TF331400	Retinitis_pigmentosa_GTPase_regulator
TF337360	NFE2L3
TF332253	RBP3
TF314508	TMEM150
TF324885	TBRG4
TF105748	PSMD14
TF315082	PEX19
TF323400	MORF4L2
TF323400	MORF4L1
TF313701	PURA
TF313701	PURB
TF318505	GPR22
TF313047	SLC25A19
TF339293	TREM1
TF314432	PLCE1
TF105116	ZAK
TF105116	MAP3K7
TF300697	Glycogen_debranching_enzyme
TF300157	RPE_%28gene%29
TF329307	MEST_%28gene%29
TF314651	C1D
TF329621	KIAA0895L
TF329621	KIAA0895
TF314501	GBAS_%28gene%29
TF326994	GLRX
TF106409	FSTL1
TF106409	Follistatin
TF106409	FSTL3
TF314996	C13orf1
TF338084	Thrombopoietin
TF316309	MRPS26
TF318443	NPDC1
TF315506	KLF11
TF315506	KLF10
TF315506	KLF17
TF336953	TICAM2
TF316834	MYO15A
TF321146	SMARCE1
TF300722	AP2M1
TF317226	NOS1AP
TF332323	CD99L2
TF105327	PTGES
TF105327	Microsomal_glutathione_S-transferase_1
TF101084	MAD2L1
TF314488	REV1
TF300724	ALAS1
TF300724	ALAS2
TF324917	THBS3
TF324917	Cartilage_oligomeric_matrix_protein
TF324917	THBS2
TF324917	Thrombospondin_1
TF324917	THBS4
TF329702	TNRC6B
TF329702	TNRC6A
TF313234	AGXT
TF313193	NDST2
TF313193	NDST1
TF313193	NDST3
TF313384	PTP4A3
TF313384	PTP4A1
TF313384	PTP4A2
TF328648	C3orf15
TF300585	RFC2
TF105396	EIF6
TF323395	TEGT
TF337843	FAM127A
TF337843	LDOC1
TF105538	PPP1R7
TF327980	CACNG3
TF327980	CACNG4
TF327980	CACNG2
TF350876	OSR1
TF350876	OSR2_%28gene%29
TF323207	PDCD4
TF324136	DNAL4
TF325369	NUP35
TF105337	Myotonin-protein_kinase
TF105337	STK38
TF105337	STK38L
TF300677	PRPF31
TF337901	TNFRSF12A
TF352235	PLCB4
TF314163	CHMP2B
TF106200	TOMM20
TF314412	UBQLN2
TF314412	UBQLN1
TF313065	TGS1
TF315204	RALGDS
TF315204	RGL2
TF317024	VAPB
TF317024	VAPA
TF313085	GNL3
TF328768	WFDC1
TF331793	ALS2
TF313813	EPHX1
TF313327	TPH2
TF313327	Phenylalanine_hydroxylase
TF313327	TPH1
TF313327	Tyrosine_hydroxylase
TF337385	AIM2
TF337385	MNDA
TF337385	IFI16
TF316339	LAMP3
TF316339	LAMP2
TF316339	LAMP1
TF313814	GroES
TF323506	SPEF1
TF336039	BMF_%28gene%29
TF313604	FADS1
TF313604	FADS2
TF325625	PAIP1
TF105765	ATP5C1
TF328840	SPATA2
TF105045	HSPA14
TF313196	WDR72
TF103032	POLR2I
TF300543	UPF2
TF330595	CEP63
TF105101	MAPK15
TF313251	Stearoyl-CoA_desaturase-1
TF313019	ACER1
TF313019	ACER3
TF313019	ACER2
TF329032	TCHP
TF105918	MRPL15
TF314485	PHYHIPL
TF313856	Thymosin_beta-4
TF313078	IQGAP1
TF313078	IQGAP2
TF321692	NUP43
TF316140	Acidic_repeat-containing_protein
TF338457	Cathelicidin
TF351451	RICS_%28gene%29
TF351451	ARHGAP31
TF351451	SNX26
TF105162	DNAJC3
TF300659	RRAGC
TF331728	SCN4B
TF331728	Myelin_protein_zero
TF331728	MPZL1
TF331728	SCN2B
TF335700	GPR55
TF314109	LRRFIP1
TF313448	RAB18
TF332488	AP4E1
TF314246	INPP5A
TF330714	CD93
TF330714	CD248
TF330714	Thrombomodulin
TF313237	DENND4A
TF315004	PDXK
TF102041	PI4KA
TF315795	SFPQ
TF315795	NONO
TF105824	COG2
TF317561	MLF1
TF313874	CYB5R4
TF320705	STARD7
TF320705	Phosphatidylcholine_transfer_protein
TF338175	Collagen%2C_type_XXV%2C_alpha_1
TF338175	Collagen%2C_type_XIII%2C_alpha_1
TF351263	ANK3
TF351263	ANK1
TF351263	ANKFY1
TF105678	NCAPH
TF313083	RBM34
TF300105	SUPT4H1
TF300417	ACSS2
TF300417	ACSM3
TF313325	SLC44A1
TF313325	SLC44A2
TF313325	SLC44A4
TF314203	Aldolase_C
TF314203	Aldolase_B
TF314203	Aldolase_A
TF324169	C12orf41
TF350557	MBD1
TF331818	FBXO31
TF314292	FLVCR1
TF300718	GMPPB
TF101133	CENPF
TF300188	PCBD2
TF300188	PCBD1
TF105705	SF3A1
TF102048	Diablo_homolog
TF300825	TNPO2
TF300825	Transportin_1
TF314813	TTRAP
TF331833	RBMX
TF331833	RNA_binding_motif_protein%2C_Y-linked%2C_family_1%2C_member_A1
TF323459	ASCC2
TF351070	RBPMS
TF335658	EDARADD
TF106202	TOMM34
TF106401	C14orf106
TF106447	PEX1
TF315033	IDH3G
TF315033	IDH3B
TF313991	OXCT1
TF300370	NDUFS2
TF324076	NAD%2B_kinase
TF300139	AP2S1
TF323226	WBP11
TF331233	FGF17
TF331233	FGF18
TF331233	FGF8
TF101083	Mad1
